State,Date,NumberofConfirmedCases
Negeri Sembilan,19/8/2020,0
Melaka,19/8/2020,0
Johor,19/8/2020,1
Pahang,19/8/2020,0
Terengganu,19/8/2020,0
Kelantan,19/8/2020,0
Sabah,19/8/2020,0
Sarawak,19/8/2020,0
Kuala Lumpur,19/8/2020,3
Putrajaya,19/8/2020,0
Labuan,19/8/2020,1
Perlis,20/8/2020,0
Kedah,20/8/2020,0
Pulau Pinang,20/8/2020,0
Perak,20/8/2020,0
Selangor,20/8/2020,1
Negeri Sembilan,20/8/2020,0
Melaka,20/8/2020,0
Johor,20/8/2020,0
Pahang,20/8/2020,0
Terengganu,20/8/2020,0
Kelantan,20/8/2020,0
Sabah,20/8/2020,0
Sarawak,20/8/2020,4
Kuala Lumpur,20/8/2020,0
Putrajaya,20/8/2020,0
Labuan,20/8/2020,0
Perlis,21/8/2020,3
Kedah,21/8/2020,0
Pulau Pinang,21/8/2020,0
Perak,21/8/2020,2
Selangor,21/8/2020,0
Negeri Sembilan,21/8/2020,0
Melaka,21/8/2020,0
Johor,21/8/2020,0
Pahang,21/8/2020,0
Terengganu,21/8/2020,0
Kelantan,21/8/2020,0
Sabah,21/8/2020,0
Sarawak,21/8/2020,1
Kuala Lumpur,21/8/2020,3
Putrajaya,21/8/2020,0
Labuan,21/8/2020,0
Perlis,22/8/2020,0
Kedah,22/8/2020,5
Pulau Pinang,22/8/2020,0
Perak,22/8/2020,0
Selangor,22/8/2020,0
Negeri Sembilan,22/8/2020,0
Melaka,22/8/2020,0
Johor,22/8/2020,0
Pahang,22/8/2020,0
Terengganu,22/8/2020,0
Kelantan,22/8/2020,0
Sabah,22/8/2020,1
Sarawak,22/8/2020,1
Kuala Lumpur,22/8/2020,1
Putrajaya,22/8/2020,0
Labuan,22/8/2020,0
Perlis,23/8/2020,0
Kedah,23/8/2020,2
Pulau Pinang,23/8/2020,0
Perak,23/8/2020,0
Selangor,23/8/2020,2
Negeri Sembilan,23/8/2020,0
Melaka,23/8/2020,0
Johor,23/8/2020,0
Pahang,23/8/2020,0
Terengganu,23/8/2020,0
Kelantan,23/8/2020,0
Sabah,23/8/2020,0
Sarawak,23/8/2020,3
Kuala Lumpur,23/8/2020,3
Putrajaya,23/8/2020,0
Labuan,23/8/2020,0
Perlis,24/8/2020,0
Kedah,24/8/2020,0
Pulau Pinang,24/8/2020,0
Perak,24/8/2020,0
Selangor,24/8/2020,0
Negeri Sembilan,24/8/2020,0
Melaka,24/8/2020,0
Johor,24/8/2020,0
Pahang,24/8/2020,0
Terengganu,24/8/2020,0
Kelantan,24/8/2020,0
Sabah,24/8/2020,0
Sarawak,24/8/2020,5
Kuala Lumpur,24/8/2020,2
Putrajaya,24/8/2020,0
Labuan,24/8/2020,0
Perlis,25/8/2020,1
Kedah,25/8/2020,7
Pulau Pinang,25/8/2020,0
Perak,25/8/2020,0
Selangor,25/8/2020,3
Negeri Sembilan,25/8/2020,0
Melaka,25/8/2020,0
Johor,25/8/2020,0
Pahang,25/8/2020,0
Terengganu,25/8/2020,0
Kelantan,25/8/2020,0
Sabah,25/8/2020,0
Sarawak,25/8/2020,0
Kuala Lumpur,25/8/2020,0
Putrajaya,25/8/2020,0
Labuan,25/8/2020,0
Perlis,26/8/2020,0
Kedah,26/8/2020,5
Pulau Pinang,26/8/2020,0
Perak,26/8/2020,0
Selangor,26/8/2020,1
Negeri Sembilan,26/8/2020,0
Melaka,26/8/2020,0
Johor,26/8/2020,0
Pahang,26/8/2020,0
Terengganu,26/8/2020,0
Kelantan,26/8/2020,0
Sabah,26/8/2020,0
Sarawak,26/8/2020,0
Kuala Lumpur,26/8/2020,0
Putrajaya,26/8/2020,0
Labuan,26/8/2020,0
Perlis,27/8/2020,0
Kedah,27/8/2020,0
Pulau Pinang,27/8/2020,0
Perak,27/8/2020,0
Selangor,27/8/2020,2
Negeri Sembilan,27/8/2020,0
Melaka,27/8/2020,3
Johor,27/8/2020,0
Pahang,27/8/2020,0
Terengganu,27/8/2020,0
Kelantan,27/8/2020,0
Sabah,27/8/2020,0
Sarawak,27/8/2020,0
Kuala Lumpur,27/8/2020,0
Putrajaya,27/8/2020,0
Labuan,27/8/2020,0
Perlis,28/8/2020,1
Kedah,28/8/2020,0
Pulau Pinang,28/8/2020,0
Perak,28/8/2020,3
Selangor,28/8/2020,0
Negeri Sembilan,28/8/2020,0
Melaka,28/8/2020,0
Johor,28/8/2020,0
Pahang,28/8/2020,0
Terengganu,28/8/2020,0
Kelantan,28/8/2020,0
Sabah,28/8/2020,0
Sarawak,28/8/2020,1
Kuala Lumpur,28/8/2020,5
Putrajaya,28/8/2020,0
Labuan,28/8/2020,0
Perlis,29/8/2020,0
Kedah,29/8/2020,0
Pulau Pinang,29/8/2020,0
Perak,29/8/2020,0
Selangor,29/8/2020,2
Negeri Sembilan,29/8/2020,0
Melaka,29/8/2020,0
Johor,29/8/2020,0
Pahang,29/8/2020,0
Terengganu,29/8/2020,0
Kelantan,29/8/2020,0
Sabah,29/8/2020,0
Sarawak,29/8/2020,1
Kuala Lumpur,29/8/2020,8
Putrajaya,29/8/2020,0
Labuan,29/8/2020,0
Perlis,30/8/2020,0
Kedah,30/8/2020,1
Pulau Pinang,30/8/2020,0
Perak,30/8/2020,0
Selangor,30/8/2020,1
Negeri Sembilan,30/8/2020,0
Melaka,30/8/2020,0
Johor,30/8/2020,0
Pahang,30/8/2020,0
Terengganu,30/8/2020,0
Kelantan,30/8/2020,0
Sabah,30/8/2020,0
Sarawak,30/8/2020,1
Kuala Lumpur,30/8/2020,14
Putrajaya,30/8/2020,0
Labuan,30/8/2020,0
Perlis,31/8/2020,0
Kedah,31/8/2020,2
Pulau Pinang,31/8/2020,0
Perak,31/8/2020,0
Selangor,31/8/2020,4
Negeri Sembilan,31/8/2020,0
Melaka,31/8/2020,0
Johor,31/8/2020,0
Pahang,31/8/2020,0
Terengganu,31/8/2020,0
Kelantan,31/8/2020,0
Sabah,31/8/2020,0
Sarawak,31/8/2020,0
Kuala Lumpur,31/8/2020,0
Putrajaya,31/8/2020,0
Labuan,31/8/2020,0
Perlis,1/9/2020,0
Kedah,1/9/2020,2
Pulau Pinang,1/9/2020,0
Perak,1/9/2020,0
Selangor,1/9/2020,3
Negeri Sembilan,1/9/2020,0
Melaka,1/9/2020,0
Johor,1/9/2020,0
Pahang,1/9/2020,0
Terengganu,1/9/2020,0
Kelantan,1/9/2020,0
Sabah,1/9/2020,9
Sarawak,1/9/2020,0
Kuala Lumpur,1/9/2020,0
Putrajaya,1/9/2020,0
Labuan,1/9/2020,0
Perlis,2/9/2020,0
Kedah,2/9/2020,0
Pulau Pinang,2/9/2020,0
Perak,2/9/2020,0
Selangor,2/9/2020,1
Negeri Sembilan,2/9/2020,0
Melaka,2/9/2020,0
Johor,2/9/2020,0
Pahang,2/9/2020,1
Terengganu,2/9/2020,0
Kelantan,2/9/2020,0
Sabah,2/9/2020,0
Sarawak,2/9/2020,0
Kuala Lumpur,2/9/2020,4
Putrajaya,2/9/2020,0
Labuan,2/9/2020,0
Perlis,3/9/2020,0
Kedah,3/9/2020,4
Pulau Pinang,3/9/2020,0
Perak,3/9/2020,0
Selangor,3/9/2020,0
Negeri Sembilan,3/9/2020,2
Melaka,3/9/2020,0
Johor,3/9/2020,1
Pahang,3/9/2020,0
Terengganu,3/9/2020,0
Kelantan,3/9/2020,0
Sabah,3/9/2020,6
Sarawak,3/9/2020,0
Kuala Lumpur,3/9/2020,1
Putrajaya,3/9/2020,0
Labuan,3/9/2020,0
Perlis,4/9/2020,0
Kedah,4/9/2020,1
Pulau Pinang,4/9/2020,0
Perak,4/9/2020,0
Selangor,4/9/2020,2
Negeri Sembilan,4/9/2020,1
Melaka,4/9/2020,0
Johor,4/9/2020,0
Pahang,4/9/2020,0
Terengganu,4/9/2020,0
Kelantan,4/9/2020,0
Sabah,4/9/2020,0
Sarawak,4/9/2020,0
Kuala Lumpur,4/9/2020,7
Putrajaya,4/9/2020,0
Labuan,4/9/2020,0
Perlis,5/9/2020,0
Kedah,5/9/2020,1
Pulau Pinang,5/9/2020,0
Perak,5/9/2020,0
Selangor,5/9/2020,0
Negeri Sembilan,5/9/2020,0
Melaka,5/9/2020,0
Johor,5/9/2020,0
Pahang,5/9/2020,0
Terengganu,5/9/2020,0
Kelantan,5/9/2020,0
Sabah,5/9/2020,1
Sarawak,5/9/2020,0
Kuala Lumpur,5/9/2020,4
Putrajaya,5/9/2020,0
Labuan,5/9/2020,0
Perlis,6/9/2020,0
Kedah,6/9/2020,0
Pulau Pinang,6/9/2020,1
Perak,6/9/2020,0
Selangor,6/9/2020,0
Negeri Sembilan,6/9/2020,0
Melaka,6/9/2020,0
Johor,6/9/2020,0
Pahang,6/9/2020,0
Terengganu,6/9/2020,0
Kelantan,6/9/2020,0
Sabah,6/9/2020,2
Sarawak,6/9/2020,0
Kuala Lumpur,6/9/2020,3
Putrajaya,6/9/2020,0
Labuan,6/9/2020,0
Perlis,7/9/2020,0
Kedah,7/9/2020,4
Pulau Pinang,7/9/2020,1
Perak,7/9/2020,0
Selangor,7/9/2020,2
Negeri Sembilan,7/9/2020,0
Melaka,7/9/2020,0
Johor,7/9/2020,0
Pahang,7/9/2020,0
Terengganu,7/9/2020,0
Kelantan,7/9/2020,0
Sabah,7/9/2020,51
Sarawak,7/9/2020,0
Kuala Lumpur,7/9/2020,4
Putrajaya,7/9/2020,0
Labuan,7/9/2020,0
Perlis,8/9/2020,1
Kedah,8/9/2020,22
Pulau Pinang,8/9/2020,0
Perak,8/9/2020,0
Selangor,8/9/2020,9
Negeri Sembilan,8/9/2020,1
Melaka,8/9/2020,0
Johor,8/9/2020,0
Pahang,8/9/2020,0
Terengganu,8/9/2020,0
Kelantan,8/9/2020,0
Sabah,8/9/2020,62
Sarawak,8/9/2020,0
Kuala Lumpur,8/9/2020,5
Putrajaya,8/9/2020,0
Labuan,8/9/2020,0
Perlis,9/9/2020,0
Kedah,9/9/2020,16
Pulau Pinang,9/9/2020,0
Perak,9/9/2020,0
Selangor,9/9/2020,1
Negeri Sembilan,9/9/2020,1
Melaka,9/9/2020,0
Johor,9/9/2020,0
Pahang,9/9/2020,0
Terengganu,9/9/2020,0
Kelantan,9/9/2020,0
Sabah,9/9/2020,4
Sarawak,9/9/2020,1
Kuala Lumpur,9/9/2020,1
Putrajaya,9/9/2020,0
Labuan,9/9/2020,0
Perlis,10/9/2020,0
Kedah,10/9/2020,4
Pulau Pinang,10/9/2020,0
Perak,10/9/2020,0
Selangor,10/9/2020,1
Negeri Sembilan,10/9/2020,0
Melaka,10/9/2020,0
Johor,10/9/2020,0
Pahang,10/9/2020,0
Terengganu,10/9/2020,0
Kelantan,10/9/2020,0
Sabah,10/9/2020,40
Sarawak,10/9/2020,0
Kuala Lumpur,10/9/2020,0
Putrajaya,10/9/2020,0
Labuan,10/9/2020,0
Perlis,11/9/2020,0
Kedah,11/9/2020,14
Pulau Pinang,11/9/2020,0
Perak,11/9/2020,0
Selangor,11/9/2020,1
Negeri Sembilan,11/9/2020,0
Melaka,11/9/2020,0
Johor,11/9/2020,0
Pahang,11/9/2020,0
Terengganu,11/9/2020,0
Kelantan,11/9/2020,0
Sabah,11/9/2020,167
Sarawak,11/9/2020,0
Kuala Lumpur,11/9/2020,0
Putrajaya,11/9/2020,0
Labuan,11/9/2020,0
Perlis,12/9/2020,0
Kedah,12/9/2020,5
Pulau Pinang,12/9/2020,0
Perak,12/9/2020,0
Selangor,12/9/2020,2
Negeri Sembilan,12/9/2020,0
Melaka,12/9/2020,0
Johor,12/9/2020,0
Pahang,12/9/2020,0
Terengganu,12/9/2020,0
Kelantan,12/9/2020,0
Sabah,12/9/2020,49
Sarawak,12/9/2020,0
Kuala Lumpur,12/9/2020,2
Putrajaya,12/9/2020,0
Labuan,12/9/2020,0
Perlis,13/9/2020,0
Kedah,13/9/2020,14
Pulau Pinang,13/9/2020,0
Perak,13/9/2020,0
Selangor,13/9/2020,1
Negeri Sembilan,13/9/2020,0
Melaka,13/9/2020,0
Johor,13/9/2020,0
Pahang,13/9/2020,0
Terengganu,13/9/2020,0
Kelantan,13/9/2020,0
Sabah,13/9/2020,31
Sarawak,13/9/2020,0
Kuala Lumpur,13/9/2020,1
Putrajaya,13/9/2020,0
Labuan,13/9/2020,0
Perlis,14/9/2020,0
Kedah,14/9/2020,1
Pulau Pinang,14/9/2020,0
Perak,14/9/2020,0
Selangor,14/9/2020,0
Negeri Sembilan,14/9/2020,4
Melaka,14/9/2020,0
Johor,14/9/2020,0
Pahang,14/9/2020,0
Terengganu,14/9/2020,0
Kelantan,14/9/2020,0
Sabah,14/9/2020,25
Sarawak,14/9/2020,0
Kuala Lumpur,14/9/2020,1
Putrajaya,14/9/2020,0
Labuan,14/9/2020,0
Perlis,15/9/2020,0
Kedah,15/9/2020,0
Pulau Pinang,15/9/2020,0
Perak,15/9/2020,0
Selangor,15/9/2020,5
Negeri Sembilan,15/9/2020,0
Melaka,15/9/2020,0
Johor,15/9/2020,0
Pahang,15/9/2020,0
Terengganu,15/9/2020,0
Kelantan,15/9/2020,0
Sabah,15/9/2020,13
Sarawak,15/9/2020,0
Kuala Lumpur,15/9/2020,5
Putrajaya,15/9/2020,0
Labuan,15/9/2020,0
Perlis,16/9/2020,0
Kedah,16/9/2020,1
Pulau Pinang,16/9/2020,1
Perak,16/9/2020,0
Selangor,16/9/2020,0
Negeri Sembilan,16/9/2020,0
Melaka,16/9/2020,0
Johor,16/9/2020,0
Pahang,16/9/2020,0
Terengganu,16/9/2020,0
Kelantan,16/9/2020,0
Sabah,16/9/2020,60
Sarawak,16/9/2020,0
Kuala Lumpur,16/9/2020,0
Putrajaya,16/9/2020,0
Labuan,16/9/2020,0
Perlis,17/9/2020,0
Kedah,17/9/2020,7
Pulau Pinang,17/9/2020,2
Perak,17/9/2020,0
Selangor,17/9/2020,3
Negeri Sembilan,17/9/2020,0
Melaka,17/9/2020,0
Johor,17/9/2020,0
Pahang,17/9/2020,0
Terengganu,17/9/2020,0
Kelantan,17/9/2020,0
Sabah,17/9/2020,8
Sarawak,17/9/2020,1
Kuala Lumpur,17/9/2020,0
Putrajaya,17/9/2020,0
Labuan,17/9/2020,0
Perlis,18/9/2020,0
Kedah,18/9/2020,3
Pulau Pinang,18/9/2020,1
Perak,18/9/2020,0
Selangor,18/9/2020,3
Negeri Sembilan,18/9/2020,1
Melaka,18/9/2020,0
Johor,18/9/2020,0
Pahang,18/9/2020,0
Terengganu,18/9/2020,0
Kelantan,18/9/2020,0
Sabah,18/9/2020,91
Sarawak,18/9/2020,0
Kuala Lumpur,18/9/2020,0
Putrajaya,18/9/2020,0
Labuan,18/9/2020,0
Perlis,19/9/2020,0
Kedah,19/9/2020,9
Pulau Pinang,19/9/2020,0
Perak,19/9/2020,0
Selangor,19/9/2020,1
Negeri Sembilan,19/9/2020,0
Melaka,19/9/2020,0
Johor,19/9/2020,0
Pahang,19/9/2020,0
Terengganu,19/9/2020,0
Kelantan,19/9/2020,0
Sabah,19/9/2020,8
Sarawak,19/9/2020,0
Kuala Lumpur,19/9/2020,2
Putrajaya,19/9/2020,0
Labuan,19/9/2020,0
Perlis,20/9/2020,0
Kedah,20/9/2020,3
Pulau Pinang,20/9/2020,1
Perak,20/9/2020,0
Selangor,20/9/2020,4
Negeri Sembilan,20/9/2020,0
Melaka,20/9/2020,0
Johor,20/9/2020,0
Pahang,20/9/2020,0
Terengganu,20/9/2020,0
Kelantan,20/9/2020,0
Sabah,20/9/2020,36
Sarawak,20/9/2020,0
Kuala Lumpur,20/9/2020,6
Putrajaya,20/9/2020,0
Labuan,20/9/2020,2
Perlis,21/9/2020,0
Kedah,21/9/2020,1
Pulau Pinang,21/9/2020,0
Perak,21/9/2020,0
Selangor,21/9/2020,4
Negeri Sembilan,21/9/2020,0
Melaka,21/9/2020,0
Johor,21/9/2020,0
Pahang,21/9/2020,0
Terengganu,21/9/2020,0
Kelantan,21/9/2020,0
Sabah,21/9/2020,49
Sarawak,21/9/2020,0
Kuala Lumpur,21/9/2020,3
Putrajaya,21/9/2020,0
Labuan,21/9/2020,0
Perlis,22/9/2020,0
Kedah,22/9/2020,10
Pulau Pinang,22/9/2020,0
Perak,22/9/2020,0
Selangor,22/9/2020,1
Negeri Sembilan,22/9/2020,0
Melaka,22/9/2020,0
Johor,22/9/2020,0
Pahang,22/9/2020,0
Terengganu,22/9/2020,0
Kelantan,22/9/2020,0
Sabah,22/9/2020,60
Sarawak,22/9/2020,2
Kuala Lumpur,22/9/2020,9
Putrajaya,22/9/2020,0
Labuan,22/9/2020,0
Perlis,23/9/2020,0
Kedah,23/9/2020,5
Pulau Pinang,23/9/2020,0
Perak,23/9/2020,0
Selangor,23/9/2020,2
Negeri Sembilan,23/9/2020,0
Melaka,23/9/2020,0
Johor,23/9/2020,0
Pahang,23/9/2020,0
Terengganu,23/9/2020,0
Kelantan,23/9/2020,1
Sabah,23/9/2020,134
Sarawak,23/9/2020,0
Kuala Lumpur,23/9/2020,5
Putrajaya,23/9/2020,0
Labuan,23/9/2020,0
Perlis,24/9/2020,0
Kedah,24/9/2020,4
Pulau Pinang,24/9/2020,0
Perak,24/9/2020,0
Selangor,24/9/2020,3
Negeri Sembilan,24/9/2020,0
Melaka,24/9/2020,0
Johor,24/9/2020,1
Pahang,24/9/2020,0
Terengganu,24/9/2020,0
Kelantan,24/9/2020,0
Sabah,24/9/2020,63
Sarawak,24/9/2020,0
Kuala Lumpur,24/9/2020,0
Putrajaya,24/9/2020,0
Labuan,24/9/2020,0
Perlis,25/9/2020,0
Kedah,25/9/2020,8
Pulau Pinang,25/9/2020,0
Perak,25/9/2020,0
Selangor,25/9/2020,2
Negeri Sembilan,25/9/2020,0
Melaka,25/9/2020,0
Johor,25/9/2020,1
Pahang,25/9/2020,1
Terengganu,25/9/2020,0
Kelantan,25/9/2020,0
Sabah,25/9/2020,97
Sarawak,25/9/2020,0
Kuala Lumpur,25/9/2020,2
Putrajaya,25/9/2020,0
Labuan,25/9/2020,0
Perlis,26/9/2020,0
Kedah,26/9/2020,0
Pulau Pinang,26/9/2020,0
Perak,26/9/2020,0
Selangor,26/9/2020,2
Negeri Sembilan,26/9/2020,3
Melaka,26/9/2020,1
Johor,26/9/2020,1
Pahang,26/9/2020,1
Terengganu,26/9/2020,2
Kelantan,26/9/2020,0
Sabah,26/9/2020,64
Sarawak,26/9/2020,1
Kuala Lumpur,26/9/2020,6
Putrajaya,26/9/2020,0
Labuan,26/9/2020,1
Perlis,27/9/2020,0
Kedah,27/9/2020,0
Pulau Pinang,27/9/2020,0
Perak,27/9/2020,0
Selangor,27/9/2020,11
Negeri Sembilan,27/9/2020,0
Melaka,27/9/2020,1
Johor,27/9/2020,2
Pahang,27/9/2020,4
Terengganu,27/9/2020,0
Kelantan,27/9/2020,0
Sabah,27/9/2020,124
Sarawak,27/9/2020,2
Kuala Lumpur,27/9/2020,6
Putrajaya,27/9/2020,0
Labuan,27/9/2020,0
Perlis,28/9/2020,0
Kedah,28/9/2020,1
Pulau Pinang,28/9/2020,0
Perak,28/9/2020,0
Selangor,28/9/2020,11
Negeri Sembilan,28/9/2020,1
Melaka,28/9/2020,1
Johor,28/9/2020,0
Pahang,28/9/2020,0
Terengganu,28/9/2020,1
Kelantan,28/9/2020,0
Sabah,28/9/2020,98
Sarawak,28/9/2020,0
Kuala Lumpur,28/9/2020,1
Putrajaya,28/9/2020,0
Labuan,28/9/2020,1
Perlis,29/9/2020,1
Kedah,29/9/2020,1
Pulau Pinang,29/9/2020,1
Perak,29/9/2020,1
Selangor,29/9/2020,15
Negeri Sembilan,29/9/2020,0
Melaka,29/9/2020,1
Johor,29/9/2020,2
Pahang,29/9/2020,0
Terengganu,29/9/2020,0
Kelantan,29/9/2020,1
Sabah,29/9/2020,73
Sarawak,29/9/2020,3
Kuala Lumpur,29/9/2020,1
Putrajaya,29/9/2020,1
Labuan,29/9/2020,0
Perlis,30/9/2020,2
Kedah,30/9/2020,13
Pulau Pinang,30/9/2020,1
Perak,30/9/2020,1
Selangor,30/9/2020,10
Negeri Sembilan,30/9/2020,1
Melaka,30/9/2020,0
Johor,30/9/2020,8
Pahang,30/9/2020,2
Terengganu,30/9/2020,3
Kelantan,30/9/2020,2
Sabah,30/9/2020,35
Sarawak,30/9/2020,4
Kuala Lumpur,30/9/2020,6
Putrajaya,30/9/2020,0
Labuan,30/9/2020,1
Perlis,1/10/2020,2
Kedah,1/10/2020,98
Pulau Pinang,1/10/2020,1
Perak,1/10/2020,0
Selangor,1/10/2020,13
Negeri Sembilan,1/10/2020,0
Melaka,1/10/2020,1
Johor,1/10/2020,5
Pahang,1/10/2020,1
Terengganu,1/10/2020,2
Kelantan,1/10/2020,0
Sabah,1/10/2020,118
Sarawak,1/10/2020,0
Kuala Lumpur,1/10/2020,14
Putrajaya,1/10/2020,5
Labuan,1/10/2020,0
Perlis,2/10/2020,0
Kedah,2/10/2020,129
Pulau Pinang,2/10/2020,0
Perak,2/10/2020,3
Selangor,2/10/2020,31
Negeri Sembilan,2/10/2020,2
Melaka,2/10/2020,0
Johor,2/10/2020,1
Pahang,2/10/2020,1
Terengganu,2/10/2020,3
Kelantan,2/10/2020,2
Sabah,2/10/2020,113
Sarawak,2/10/2020,0
Kuala Lumpur,2/10/2020,1
Putrajaya,2/10/2020,0
Labuan,2/10/2020,1
Perlis,3/10/2020,0
Kedah,3/10/2020,102
Pulau Pinang,3/10/2020,3
Perak,3/10/2020,0
Selangor,3/10/2020,32
Negeri Sembilan,3/10/2020,1
Melaka,3/10/2020,0
Johor,3/10/2020,4
Pahang,3/10/2020,0
Terengganu,3/10/2020,9
Kelantan,3/10/2020,2
Sabah,3/10/2020,155
Sarawak,3/10/2020,3
Kuala Lumpur,3/10/2020,4
Putrajaya,3/10/2020,2
Labuan,3/10/2020,0
Perlis,4/10/2020,0
Kedah,4/10/2020,102
Pulau Pinang,4/10/2020,3
Perak,4/10/2020,0
Selangor,4/10/2020,32
Negeri Sembilan,4/10/2020,1
Melaka,4/10/2020,0
Johor,4/10/2020,4
Pahang,4/10/2020,0
Terengganu,4/10/2020,9
Kelantan,4/10/2020,2
Sabah,4/10/2020,155
Sarawak,4/10/2020,3
Kuala Lumpur,4/10/2020,4
Putrajaya,4/10/2020,2
Labuan,4/10/2020,0
Perlis,5/10/2020,0
Kedah,5/10/2020,241
Pulau Pinang,5/10/2020,0
Perak,5/10/2020,2
Selangor,5/10/2020,34
Negeri Sembilan,5/10/2020,1
Melaka,5/10/2020,1
Johor,5/10/2020,2
Pahang,5/10/2020,1
Terengganu,5/10/2020,5
Kelantan,5/10/2020,1
Sabah,5/10/2020,130
Sarawak,5/10/2020,1
Kuala Lumpur,5/10/2020,7
Putrajaya,5/10/2020,2
Labuan,5/10/2020,4
Perlis,6/10/2020,0
Kedah,6/10/2020,397
Pulau Pinang,6/10/2020,3
Perak,6/10/2020,8
Selangor,6/10/2020,39
Negeri Sembilan,6/10/2020,7
Melaka,6/10/2020,0
Johor,6/10/2020,6
Pahang,6/10/2020,0
Terengganu,6/10/2020,1
Kelantan,6/10/2020,0
Sabah,6/10/2020,219
Sarawak,6/10/2020,3
Kuala Lumpur,6/10/2020,6
Putrajaya,6/10/2020,1
Labuan,6/10/2020,1
Perlis,7/10/2020,0
Kedah,7/10/2020,153
Pulau Pinang,7/10/2020,7
Perak,7/10/2020,4
Selangor,7/10/2020,20
Negeri Sembilan,7/10/2020,1
Melaka,7/10/2020,0
Johor,7/10/2020,6
Pahang,7/10/2020,2
Terengganu,7/10/2020,4
Kelantan,7/10/2020,1
Sabah,7/10/2020,282
Sarawak,7/10/2020,3
Kuala Lumpur,7/10/2020,4
Putrajaya,7/10/2020,2
Labuan,7/10/2020,0
Perlis,8/10/2020,
Kedah,8/10/2020,
Pulau Pinang,8/10/2020,
Perak,8/10/2020,
Selangor,8/10/2020,
Negeri Sembilan,8/10/2020,
Melaka,8/10/2020,
Johor,8/10/2020,
Pahang,8/10/2020,
Terengganu,8/10/2020,
Kelantan,8/10/2020,
Sabah,8/10/2020,
Sarawak,8/10/2020,
Kuala Lumpur,8/10/2020,
Putrajaya,8/10/2020,
Labuan,8/10/2020,
